Term,Section,Former,Title,Credits,Instructional Method,Location,Start Date,End Date,Meeting Days,Start Time,End Time,Instructor(s),Seats Remaining,GERS,Purpose,Prequisites,Notes,Sort,Courses ID
Fall 2017 - Day,MTH-150-04,MTH-11,Analytic Geometry/Calculus I,4,LEC,RLY 103,08/22/17,12/05/17,MTWF,01:30PM,02:20PM,Dr. Nancy Shell,8,MR,undergraduate day,appropriate placement,,1,3603
Fall 2017 - Day,MTH-150-04,MTH-11,Analytic Geometry/Calculus I,4,EXAM,RLY 103,12/13/17,12/13/17,W,12:00PM,02:30PM,,8,MR,undergraduate day,appropriate placement,,2,3603
Fall 2017 - Day,MTH-151-01,MTH-12,Analytic Geometry/Calculus II,4,LEC,RLY 102,08/22/17,12/05/17,MTWF,10:30AM,11:20AM,Dr. John Harris,6,,undergraduate day,MTH-141 or 150,,1,3604
Fall 2017 - Day,MTH-151-01,MTH-12,Analytic Geometry/Calculus II,4,EXAM,RLY 102,12/11/17,12/11/17,M,08:30AM,11:00AM,,6,,undergraduate day,MTH-141 or 150,,2,3604
Fall 2017 - Day,MTH-151-02,MTH-12,Analytic Geometry/Calculus II,4,LEC,RLY 102,08/22/17,12/05/17,MTRF,01:30PM,02:20PM,Dr. Mark Woodard,8,,undergraduate day,MTH-141 or 150,,1,3604
Fall 2017 - Day,MTH-151-02,MTH-12,Analytic Geometry/Calculus II,4,EXAM,RLY 102,12/13/17,12/13/17,W,12:00PM,02:30PM,,8,,undergraduate day,MTH-141 or 150,,2,3604
Fall 2017 - Day,MTH-160-01,MTH-13,Vectors and Matrices,4,LEC,RLY 107,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Marty Cook,4,,undergraduate day,MTH-151,,1,3606
Fall 2017 - Day,MTH-160-01,MTH-13,Vectors and Matrices,4,EXAM,RLY 107,12/11/17,12/11/17,M,08:30AM,11:00AM,,4,,undergraduate day,MTH-151,,2,3606
Fall 2017 - Day,MTH-160-02,MTH-13,Vectors and Matrices,4,LEC,RLY 102,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. Doug Rall,4,,undergraduate day,MTH-151,,1,3606
Fall 2017 - Day,MTH-160-02,MTH-13,Vectors and Matrices,4,EXAM,RLY 102,12/07/17,12/07/17,R,12:00PM,02:30PM,,4,,undergraduate day,MTH-151,,2,3606
Fall 2017 - Day,MTH-250-01,MTH-21,Vector Calculus,4,LEC,RLY 107,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Bob Fray,9,,undergraduate day,MTH-160,,1,3608
Fall 2017 - Day,MTH-250-01,MTH-21,Vector Calculus,4,EXAM,RLY 107,12/11/17,12/11/17,M,12:00PM,02:30PM,,9,,undergraduate day,MTH-160,,2,3608
Fall 2017 - Day,MTH-255-01,MTH-22,Differential Equations,4,LEC,RLY 105,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. Sarah B. Frick,8,,undergraduate day,MTH-160,,1,3609
Fall 2017 - Day,MTH-255-01,MTH-22,Differential Equations,4,EXAM,RLY 105,12/07/17,12/07/17,R,12:00PM,02:30PM,,8,,undergraduate day,MTH-160,,2,3609
Fall 2017 - Day,MTH-260-01,MTH-28,Higher Mathematics Transition,4,LEC,RLY 107,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. John Harris,3,WR,undergraduate day,MTH-151,,1,3611
Fall 2017 - Day,MTH-260-01,MTH-28,Higher Mathematics Transition,4,EXAM,RLY 107,12/13/17,12/13/17,W,08:30AM,11:00AM,,3,WR,undergraduate day,MTH-151,,2,3611
Fall 2017 - Day,MTH-302-01,MTH-32,Math for Elem School Tchrs II,4,LEC,RLY 101,08/22/17,12/05/17,TR,08:30AM,09:45AM,Dr. Casey W. Hawthorne,3,,undergraduate day,MTH-301,,1,3185
Fall 2017 - Day,MTH-302-01,MTH-32,Math for Elem School Tchrs II,4,EXAM,RLY 101,12/08/17,12/08/17,F,08:30AM,11:00AM,,3,,undergraduate day,MTH-301,,2,3185
Fall 2017 - Day,MTH-337-01,,Operations Research,4,LEC,RLY 101,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Kevin R. Hutson,FULL,,undergraduate day,,,1,5625
Fall 2017 - Day,MTH-337-01,,Operations Research,4,EXAM,RLY 101,12/11/17,12/11/17,M,12:00PM,02:30PM,,FULL,,undergraduate day,,,2,5625
Fall 2017 - Day,MTH-340-01,MTH-37,Probability,4,LEC,RLY 101,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. Tom Lewis,FULL,,undergraduate day,MTH-250,,1,3197
Fall 2017 - Day,MTH-340-01,MTH-37,Probability,4,EXAM,RLY 101,12/13/17,12/13/17,W,08:30AM,11:00AM,,FULL,,undergraduate day,MTH-250,,2,3197
Fall 2017 - Day,MTH-460-01,MTH-43,Modern Algebra,4,LEC,RLY 101,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Doug Rall,7,,undergraduate day,MTH-260,,1,3204
Fall 2017 - Day,MTH-460-01,MTH-43,Modern Algebra,4,EXAM,RLY 101,12/11/17,12/11/17,M,08:30AM,11:00AM,,7,,undergraduate day,MTH-260,,2,3204
Fall 2017 - Day,MUS-050-01,MUSR-06,Recital Attendance,0,ACT,DMB RCT,08/22/17,12/05/17,T,02:30PM,03:20PM,Ms. Emily Sweezey,85,,undergraduate day,,,1,4057
Fall 2017 - Day,MUS-051-01,,Colloquium,0,SEM,DMB RCT,08/22/17,10/06/17,F,01:30PM,02:20PM,Dr. John Beckford,75,,undergraduate day,,,1,4047
Fall 2017 - Day,MUS-060-01,MUSE-04,Symphony Orchestra,0,ACT,DMB 013,08/22/17,12/05/17,TR,03:30PM,05:30PM,Dr. Tom Joiner,52,,undergraduate day,,,1,3224
Fall 2017 - Day,MUS-061-01,MUSE-03,Furman Bands,0,ACT,DMB 013,08/22/17,12/05/17,MWF,03:30PM,05:45PM,Team-Taught,59,,undergraduate day,,,1,
Fall 2017 - Day,MUS-061-01,MUSE-03,Furman Bands,0,,,,,,,,Dr. Les Hicken,59,,undergraduate day,,,1,
Fall 2017 - Day,MUS-061-01,MUSE-03,Furman Bands,0,,,,,,,,Mr. Jay A. Bocook,59,,undergraduate day,,,1,
Fall 2017 - Day,MUS-062-01,MUSE-01,Furman Singers,0,ACT,HMP 121,08/22/17,12/05/17,TR,03:30PM,05:30PM,Dr. Hugh F. Floyd,57,,undergraduate day,,,1,3232
Fall 2017 - Day,MUS-063-01,MUSE-13,Men's Chorale,0,ACT,DMB RCT,08/22/17,12/05/17,TR,01:00PM,02:15PM,"Mr. James M. Keesler, Jr.",23,,undergraduate day,,,1,3233
Fall 2017 - Day,MUS-063-01,MUSE-13,Men's Chorale,0,ADD,HMP 121,08/22/17,12/05/17,TR,03:30PM,05:30PM,,23,,undergraduate day,,,2,3233
Fall 2017 - Day,MUS-064-01,MUSE-02,Women's Chorale,0,ACT,HMP 121,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Vivian Hamilton,39,,undergraduate day,,,1,3235
Fall 2017 - Day,MUS-064-01,MUSE-02,Women's Chorale,0,ADD,HMP 121,08/22/17,12/05/17,TR,03:30PM,05:30PM,,39,,undergraduate day,,,2,3235
Fall 2017 - Day,MUS-065-01,MUSE-14,Chamber Choir,0,ACT,HMP 121,08/22/17,12/05/17,MW,02:30PM,03:20PM,Dr. Hugh F. Floyd,30,,undergraduate day,,,1,3237
Fall 2017 - Day,MUS-066-01,MUSE-05,Oratorio Chorus,0,ACT,HMP 121,08/22/17,12/05/17,TR,03:30PM,05:30PM,Dr. Vivian Hamilton,20,,undergraduate day,,,1,3240
Fall 2017 - Day,MUS-067-01,MUSE-11,Jazz Ensemble,0,ACT,DMB 013,08/22/17,12/05/17,T,05:30PM,07:00PM,Dr. Matthew W. Olson,20,,undergraduate day,,,1,3243
Fall 2017 - Day,MUS-067-01,MUSE-11,Jazz Ensemble,0,ADD,DMB 013,08/22/17,12/05/17,R,02:30PM,03:20PM,,20,,undergraduate day,,,2,3243
Fall 2017 - Day,MUS-068-01,MUSE-12,Jazz Combo,0,ACT,DMB 013,08/22/17,12/05/17,R,05:30PM,07:30PM,James S. Watson,15,,undergraduate day,,,1,3244
Fall 2017 - Day,MUS-068-02,MUSE-12,Jazz Combo,0,ACT,DMB 013,08/22/17,12/05/17,F,02:30PM,03:30PM,Dr. Matthew W. Olson,15,,undergraduate day,,,1,3244
Fall 2017 - Day,MUS-068-03,MUSE-12,Jazz Combo,0,ACT,DMB 013,08/22/17,12/05/17,R,06:30PM,07:30PM,James S. Watson,14,,undergraduate day,,,1,3244
Fall 2017 - Day,MUS-068-04,MUSE-12,Jazz Combo,0,ACT,DMB 013,08/22/17,12/05/17,T,07:00PM,08:00PM,Dr. Matthew W. Olson,15,,undergraduate day,,,1,3244
Fall 2017 - Day,MUS-069-01,MUSE-09,Brass Ensemble,0,ACT,DMB 013,08/22/17,12/05/17,W,02:30PM,03:20PM,Dr. Gary Malvern,25,,undergraduate day,,,1,3245
Fall 2017 - Day,MUS-070-01,MUSE-08,Woodwind Ensemble,0,ACT, ,08/22/17,12/05/17,,,,Dr. Cecilia Kang,20,,undergraduate day,,,1,3246
Fall 2017 - Day,MUS-071-01,MUSE-10,Percussion Ensemble,0,ACT,DMB 013,08/22/17,12/05/17,MW,06:00PM,08:00PM,Dr. Omar Carmenates,11,,undergraduate day,,,1,3247
Fall 2017 - Day,MUS-072-01,MUSE-15,String Ensemble,0,ACT, ,08/22/17,12/05/17,,,,Dr. Christopher Hutton,20,,undergraduate day,,,1,3248
Fall 2017 - Day,MUS-073-01,,String Quartet,0,ACT, ,08/22/17,12/05/17,,,,Dr. Christopher Hutton,20,,undergraduate day,,,1,3249
Fall 2017 - Day,MUS-074-01,,Saxophone Quartet,0,ACT, ,08/22/17,12/05/17,,,,Dr. Matthew W. Olson,20,,undergraduate day,,,1,3250
Fall 2017 - Day,MUS-101-01,MUS-20,Introduction to Music,4,LEC,JHN 201,08/22/17,12/05/17,TR,08:30AM,09:45AM,Kathryn Rhyne,FULL,VP,undergraduate day,,instructor permission now required,1,3251
Fall 2017 - Day,MUS-101-01,MUS-20,Introduction to Music,4,EXAM,JHN 201,12/08/17,12/08/17,F,08:30AM,11:00AM,,FULL,VP,undergraduate day,,instructor permission now required,2,3251
Fall 2017 - Day,MUS-101-02,MUS-20,Introduction to Music,4,LEC,FUR 214,08/22/17,12/05/17,TR,10:00AM,11:15AM,Staff Staff,13,VP,undergraduate day,,,1,3251
Fall 2017 - Day,MUS-101-02,MUS-20,Introduction to Music,4,EXAM,FUR 214,12/12/17,12/12/17,T,08:30AM,11:00AM,,13,VP,undergraduate day,,,2,3251
Fall 2017 - Day,MUS-101-03,MUS-20,Introduction to Music,4,LEC,JHN 201,08/22/17,12/05/17,W,02:30PM,05:00PM,Petrea Warneck,FULL,VP,undergraduate day,,,1,3251
Fall 2017 - Day,MUS-101-03,MUS-20,Introduction to Music,4,EXAM,JHN 201,12/12/17,12/12/17,T,03:30PM,06:00PM,,FULL,VP,undergraduate day,,,2,3251
Fall 2017 - Day,MUS-101-04,MUS-20,Introduction to Music,4,LEC,JHN 201,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Mr. Craig A. King,22,VP,undergraduate day,,,1,3251
Fall 2017 - Day,MUS-101-04,MUS-20,Introduction to Music,4,EXAM,JHN 201,12/07/17,12/07/17,R,12:00PM,02:30PM,,22,VP,undergraduate day,,,2,3251
Fall 2017 - Day,MUS-103-01,,Classic Rock,4,LEC,FUR 214,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Dan Koppelman,FULL,VP,undergraduate day,,,1,3253
Fall 2017 - Day,MUS-103-01,,Classic Rock,4,EXAM,FUR 214,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,VP,undergraduate day,,,2,3253
Fall 2017 - Day,MUS-104-01,MUSA-67,Voice Class I,2,SKL,DMB 104,08/22/17,12/05/17,MF,09:30AM,10:20AM,Ms. Kathryn C. Knauer,7,,undergraduate day,,,1,3254
Fall 2017 - Day,MUS-104-01,MUSA-67,Voice Class I,2,EXAM,DMB 104,12/13/17,12/13/17,W,08:30AM,11:00AM,,7,,undergraduate day,,,2,3254
Fall 2017 - Day,MUS-106-01,MUSA-77,Piano Class I,2,SKL,DMB 005,08/22/17,12/05/17,MF,09:30AM,10:20AM,Dr. Ruth Neville,4,,undergraduate day,,,1,3269
Fall 2017 - Day,MUS-106-01,MUSA-77,Piano Class I,2,EXAM,DMB 005,12/13/17,12/13/17,W,08:30AM,11:00AM,,4,,undergraduate day,,,2,3269
Fall 2017 - Day,MUS-108-01,MUSA-70,Guitar Class I,2,SKL,DMB 013,08/22/17,12/05/17,TR,01:00PM,01:50PM,Dr. Silviu O. Ciulei,7,,undergraduate day,,,1,3271
Fall 2017 - Day,MUS-108-01,MUSA-70,Guitar Class I,2,EXAM,DMB 013,12/12/17,12/12/17,T,12:00PM,02:30PM,,7,,undergraduate day,,,2,3271
Fall 2017 - Day,MUS-109-01,MUSA-71,Guitar Class II,2,SKL,DMB 013,08/22/17,12/05/17,TR,11:30AM,12:20PM,Dr. Silviu O. Ciulei,11,,undergraduate day,,,1,3272
Fall 2017 - Day,MUS-109-01,MUSA-71,Guitar Class II,2,EXAM,DMB 013,12/08/17,12/08/17,F,12:00PM,02:30PM,,11,,undergraduate day,,,2,3272
Fall 2017 - Day,MUS-111A-01,,Basic Musicianship I: Written,2,LEC,DMB 003,08/22/17,12/05/17,TR,08:30AM,09:20AM,Dr. Charles Tompkins,18,VP,undergraduate day,,,1,3661
Fall 2017 - Day,MUS-111A-01,,Basic Musicianship I: Written,2,EXAM,DMB 003,12/08/17,12/08/17,F,08:30AM,11:00AM,,18,VP,undergraduate day,,,2,3661
Fall 2017 - Day,MUS-111A-02,,Basic Musicianship I: Written,2,LEC,DMB 003,08/22/17,12/05/17,TR,10:30AM,11:20AM,Dr. Dan Koppelman,17,VP,undergraduate day,,,1,3661
Fall 2017 - Day,MUS-111A-02,,Basic Musicianship I: Written,2,EXAM,DMB 003,12/12/17,12/12/17,T,08:30AM,11:00AM,,17,VP,undergraduate day,,,2,3661
Fall 2017 - Day,MUS-111A-03,,Basic Musicianship I: Written,2,LEC,DMB 003,08/22/17,12/05/17,TR,11:30AM,12:20PM,Dr. Dan Koppelman,18,VP,undergraduate day,,,1,3661
Fall 2017 - Day,MUS-111A-03,,Basic Musicianship I: Written,2,EXAM,DMB 003,12/08/17,12/08/17,F,12:00PM,02:30PM,,18,VP,undergraduate day,,,2,3661
Fall 2017 - Day,MUS-111B-01,,Basic Musicianship I: Aural,1,SKL,DMB 003,08/22/17,12/05/17,MF,08:30AM,09:20AM,Dr. Charles Tompkins,18,,undergraduate day,,,1,3662
Fall 2017 - Day,MUS-111B-01,,Basic Musicianship I: Aural,1,EXAM,DMB 003,12/07/17,12/07/17,R,08:30AM,11:00AM,,18,,undergraduate day,,,2,3662
Fall 2017 - Day,MUS-111B-02,,Basic Musicianship I: Aural,1,SKL,DMB 003,08/22/17,12/05/17,MF,10:30AM,11:20AM,Dr. Ruth Neville,17,,undergraduate day,,,1,3662
Fall 2017 - Day,MUS-111B-02,,Basic Musicianship I: Aural,1,EXAM,DMB 003,12/11/17,12/11/17,M,08:30AM,11:00AM,,17,,undergraduate day,,,2,3662
Fall 2017 - Day,MUS-111B-03,,Basic Musicianship I: Aural,1,SKL,DMB 003,08/22/17,12/05/17,MF,11:30AM,12:20PM,Dr. Ruth Neville,18,,undergraduate day,,,1,3662
Fall 2017 - Day,MUS-111B-03,,Basic Musicianship I: Aural,1,EXAM,DMB 003,12/11/17,12/11/17,M,12:00PM,02:30PM,,18,,undergraduate day,,,2,3662
Fall 2017 - Day,MUS-111C-01,,Basic Musicianship I: Keyboard,1,SKL,DMB 004,08/22/17,12/05/17,W,08:30AM,09:20AM,Dr. David Gross,9,,undergraduate day,MUS-111,,1,3663
Fall 2017 - Day,MUS-111C-01,,Basic Musicianship I: Keyboard,1,EXAM,DMB 004,12/07/17,12/07/17,R,08:30AM,11:00AM,,9,,undergraduate day,MUS-111,,2,3663
Fall 2017 - Day,MUS-111C-02,,Basic Musicianship I: Keyboard,1,SKL,DMB 005,08/22/17,12/05/17,W,08:30AM,09:20AM,Dr. Karen A. Eshelman,9,,undergraduate day,MUS-111,,1,3663
Fall 2017 - Day,MUS-111C-02,,Basic Musicianship I: Keyboard,1,EXAM,DMB 005,12/07/17,12/07/17,R,08:30AM,11:00AM,,9,,undergraduate day,MUS-111,,2,3663
Fall 2017 - Day,MUS-111C-03,,Basic Musicianship I: Keyboard,1,SKL,DMB 004,08/22/17,12/05/17,W,10:30AM,11:20AM,Staff Staff,9,,undergraduate day,MUS-111,,1,3663
Fall 2017 - Day,MUS-111C-03,,Basic Musicianship I: Keyboard,1,EXAM,DMB 004,12/11/17,12/11/17,M,08:30AM,11:00AM,,9,,undergraduate day,MUS-111,,2,3663
Fall 2017 - Day,MUS-111C-04,,Basic Musicianship I: Keyboard,1,SKL,DMB 005,08/22/17,12/05/17,W,10:30AM,11:20AM,Dr. Derek Parsons,9,,undergraduate day,MUS-111,,1,3663
Fall 2017 - Day,MUS-111C-04,,Basic Musicianship I: Keyboard,1,EXAM,DMB 005,12/11/17,12/11/17,M,08:30AM,11:00AM,,9,,undergraduate day,MUS-111,,2,3663
Fall 2017 - Day,MUS-111C-05,,Basic Musicianship I: Keyboard,1,SKL,DMB 004,08/22/17,12/05/17,W,11:30AM,12:20PM,Staff Staff,9,,undergraduate day,MUS-111,,1,3663
Fall 2017 - Day,MUS-111C-05,,Basic Musicianship I: Keyboard,1,EXAM,DMB 004,12/11/17,12/11/17,M,12:00PM,02:30PM,,9,,undergraduate day,MUS-111,,2,3663
Fall 2017 - Day,MUS-111C-06,,Basic Musicianship I: Keyboard,1,SKL,DMB 005,08/22/17,12/05/17,W,11:30AM,12:20PM,Staff Staff,9,,undergraduate day,MUS-111,,1,3663
Fall 2017 - Day,MUS-111C-06,,Basic Musicianship I: Keyboard,1,EXAM,DMB 005,12/11/17,12/11/17,M,12:00PM,02:30PM,,9,,undergraduate day,MUS-111,,2,3663
Fall 2017 - Day,MUS-113-01,,Composition Seminar,1,SEM,HMP 123E,08/22/17,12/05/17,F,02:30PM,04:00PM,Team-Taught,12,,undergraduate day,,,1,
Fall 2017 - Day,MUS-113-01,,Composition Seminar,1,EXAM,HMP 123E,12/08/17,12/08/17,F,03:30PM,06:00PM,Dr. Mark Kilstofte,12,,undergraduate day,,,2,
Fall 2017 - Day,MUS-113-01,,Composition Seminar,1,,,,,,,,Dr. Dan Koppelman,12,,undergraduate day,,,1,
Fall 2017 - Day,MUS-113-01,,Composition Seminar,1,,,,,,,,Mr. Jay A. Bocook,12,,undergraduate day,,,1,
Fall 2017 - Day,MUS-211A-01,,Bsc Musicianship III: Written,2,LEC,DMB 104,08/22/17,12/05/17,TR,08:30AM,09:20AM,Dr. David Rhyne,6,,undergraduate day,MUS-112,,1,3667
Fall 2017 - Day,MUS-211A-01,,Bsc Musicianship III: Written,2,EXAM,DMB 104,12/08/17,12/08/17,F,08:30AM,11:00AM,,6,,undergraduate day,MUS-112,,2,3667
Fall 2017 - Day,MUS-211A-02,,Bsc Musicianship III: Written,2,LEC,DMB 104,08/22/17,12/05/17,TR,10:30AM,11:20AM,Staff Staff,5,,undergraduate day,MUS-112,,1,3667
Fall 2017 - Day,MUS-211A-02,,Bsc Musicianship III: Written,2,EXAM,DMB 104,12/12/17,12/12/17,T,08:30AM,11:00AM,,5,,undergraduate day,MUS-112,,2,3667
Fall 2017 - Day,MUS-211A-03,,Bsc Musicianship III: Written,2,LEC,DMB 104,08/22/17,12/05/17,TR,11:30AM,12:20PM,Staff Staff,4,,undergraduate day,MUS-112,,1,3667
Fall 2017 - Day,MUS-211A-03,,Bsc Musicianship III: Written,2,EXAM,DMB 104,12/08/17,12/08/17,F,12:00PM,02:30PM,,4,,undergraduate day,MUS-112,,2,3667
Fall 2017 - Day,MUS-211B-01,,Basic Musicianship III: Aural,1,SKL,DMB 104,08/22/17,12/05/17,MW,08:30AM,09:20AM,Dr. David Rhyne,6,,undergraduate day,MUS-112,,1,3673
Fall 2017 - Day,MUS-211B-01,,Basic Musicianship III: Aural,1,EXAM,DMB 104,12/07/17,12/07/17,R,08:30AM,11:00AM,,6,,undergraduate day,MUS-112,,2,3673
Fall 2017 - Day,MUS-211B-02,,Basic Musicianship III: Aural,1,SKL,DMB 104,08/22/17,12/05/17,MW,10:30AM,11:20AM,Staff Staff,5,,undergraduate day,MUS-112,,1,3673
Fall 2017 - Day,MUS-211B-02,,Basic Musicianship III: Aural,1,EXAM,DMB 104,12/11/17,12/11/17,M,08:30AM,11:00AM,,5,,undergraduate day,MUS-112,,2,3673
Fall 2017 - Day,MUS-211B-03,,Basic Musicianship III: Aural,1,SKL,DMB 104,08/22/17,12/05/17,MW,11:30AM,12:20PM,Staff Staff,4,,undergraduate day,MUS-112,,1,3673
Fall 2017 - Day,MUS-211B-03,,Basic Musicianship III: Aural,1,EXAM,DMB 104,12/11/17,12/11/17,M,12:00PM,02:30PM,,4,,undergraduate day,MUS-112,,2,3673
Fall 2017 - Day,MUS-211C-01,,Bsc Musicianship III: Keyboar,1,SKL,DMB 004,08/22/17,12/05/17,F,08:30AM,09:20AM,Dr. David Gross,3,,undergraduate day,MUS-112,,1,3675
Fall 2017 - Day,MUS-211C-01,,Bsc Musicianship III: Keyboar,1,EXAM,DMB 004,12/07/17,12/07/17,R,08:30AM,11:00AM,,3,,undergraduate day,MUS-112,,2,3675
Fall 2017 - Day,MUS-211C-02,,Bsc Musicianship III: Keyboar,1,SKL,DMB 005,08/22/17,12/05/17,F,08:30AM,09:20AM,Dr. Karen A. Eshelman,3,,undergraduate day,MUS-112,,1,3675
Fall 2017 - Day,MUS-211C-02,,Bsc Musicianship III: Keyboar,1,EXAM,DMB 005,12/07/17,12/07/17,R,08:30AM,11:00AM,,3,,undergraduate day,MUS-112,,2,3675
Fall 2017 - Day,MUS-211C-03,,Bsc Musicianship III: Keyboar,1,SKL,DMB 004,08/22/17,12/05/17,M,10:30AM,11:20AM,Dr. Amanda E. Montgomery,4,,undergraduate day,MUS-112,,1,3675
Fall 2017 - Day,MUS-211C-03,,Bsc Musicianship III: Keyboar,1,EXAM,DMB 004,12/11/17,12/11/17,M,08:30AM,11:00AM,,4,,undergraduate day,MUS-112,,2,3675
Fall 2017 - Day,MUS-211C-04,,Bsc Musicianship III: Keyboar,1,SKL,DMB 005,08/22/17,12/05/17,F,10:30AM,11:20AM,Dr. Karen A. Eshelman,1,,undergraduate day,MUS-112,,1,3675
Fall 2017 - Day,MUS-211C-04,,Bsc Musicianship III: Keyboar,1,EXAM,DMB 005,12/11/17,12/11/17,M,08:30AM,11:00AM,,1,,undergraduate day,MUS-112,,2,3675
Fall 2017 - Day,MUS-211C-05,,Bsc Musicianship III: Keyboar,1,SKL,DMB 004,08/22/17,12/05/17,F,11:30AM,12:20PM,Dr. Amanda E. Montgomery,2,,undergraduate day,MUS-112,,1,3675
Fall 2017 - Day,MUS-211C-05,,Bsc Musicianship III: Keyboar,1,EXAM,DMB 004,12/11/17,12/11/17,M,12:00PM,02:30PM,,2,,undergraduate day,MUS-112,,2,3675
Fall 2017 - Day,MUS-211C-06,,Bsc Musicianship III: Keyboar,1,SKL,DMB 005,08/22/17,12/05/17,F,11:30AM,12:20PM,Dr. Karen A. Eshelman,2,,undergraduate day,MUS-112,,1,3675
Fall 2017 - Day,MUS-211C-06,,Bsc Musicianship III: Keyboar,1,EXAM,DMB 005,12/11/17,12/11/17,M,12:00PM,02:30PM,,2,,undergraduate day,MUS-112,,2,3675
Fall 2017 - Day,MUS-221-01,,Music History I,2,LEC,HMP 121,08/22/17,12/05/17,MF,09:30AM,10:20AM,Team-Taught,11,,undergraduate day,MUS-112,,1,
Fall 2017 - Day,MUS-221-01,,Music History I,2,EXAM,HMP 121,12/13/17,12/13/17,W,08:30AM,11:00AM,Dr. Laura E. Kennedy,11,,undergraduate day,MUS-112,,2,
Fall 2017 - Day,MUS-221-01,,Music History I,2,,,,,,,,Dr. John Beckford,11,,undergraduate day,MUS-112,,1,
Fall 2017 - Day,MUS-221-02,,Music History I,2,LEC,HMP 121,08/22/17,12/05/17,MF,09:30AM,10:20AM,Team-Taught,19,,undergraduate day,MUS-112,,1,
Fall 2017 - Day,MUS-221-02,,Music History I,2,EXAM,HMP 121,12/13/17,12/13/17,W,08:30AM,11:00AM,Dr. Laura E. Kennedy,19,,undergraduate day,MUS-112,,2,
Fall 2017 - Day,MUS-221-02,,Music History I,2,,,,,,,,Dr. John Beckford,19,,undergraduate day,MUS-112,,1,
Fall 2017 - Day,MUS-310-01,MUS-34,Form & Analysis,4,LEC,HMP 123E,08/22/17,12/05/17,TR,08:30AM,09:45AM,Dr. Mark Kilstofte,21,,undergraduate day,MUS-211,,1,3278
Fall 2017 - Day,MUS-310-01,MUS-34,Form & Analysis,4,EXAM,HMP 123E,12/07/17,12/07/17,R,08:30AM,11:00AM,,21,,undergraduate day,MUS-211,,2,3278
Fall 2017 - Day,MUS-311-01,MUS-32,Composition,2,LEC,HMP 123E,08/22/17,12/05/17,F,02:30PM,04:00PM,Dr. Mark Kilstofte,12,,undergraduate day,MUS-310,,1,3283
Fall 2017 - Day,MUS-311-01,MUS-32,Composition,2,EXAM,HMP 123E,12/08/17,12/08/17,F,03:30PM,06:00PM,,12,,undergraduate day,MUS-310,,2,3283
Fall 2017 - Day,MUS-320-01,MUS-42,Music History II,4,LEC,HMP 121,08/22/17,12/05/17,MWF,08:30AM,09:20AM,Dr. Laura E. Kennedy,1,HA,undergraduate day,MUS-212 and MUS-221,,1,3287
Fall 2017 - Day,MUS-320-01,MUS-42,Music History II,4,EXAM,HMP 121,12/07/17,12/07/17,R,08:30AM,11:00AM,,1,HA,undergraduate day,MUS-212 and MUS-221,,2,3287
Fall 2017 - Day,MUS-320-02,MUS-42,Music History II,4,LEC,HMP 121,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. Laura E. Kennedy,4,HA,undergraduate day,MUS-212 and MUS-221,,1,3287
Fall 2017 - Day,MUS-320-02,MUS-42,Music History II,4,EXAM,HMP 121,12/07/17,12/07/17,R,12:00PM,02:30PM,,4,HA,undergraduate day,MUS-212 and MUS-221,,2,3287
Fall 2017 - Day,MUS-327-01,,Alexander Technique,2,LEC,HMP 121,08/22/17,12/05/17,WF,10:30AM,11:20AM,Petrea Warneck,5,,undergraduate day,,,1,5345
Fall 2017 - Day,MUS-327-01,,Alexander Technique,2,EXAM,HMP 121,12/11/17,12/11/17,M,08:30AM,11:00AM,,5,,undergraduate day,,,2,5345
Fall 2017 - Day,MUS-330-01,MUS-27,String Methods,2,LEC,DMB 013,08/22/17,12/05/17,MW,11:30AM,12:20PM,Dr. Anna Joiner,FULL,,undergraduate day,MUS-212,,1,3290
Fall 2017 - Day,MUS-330-01,MUS-27,String Methods,2,EXAM,DMB 013,12/11/17,12/11/17,M,12:00PM,02:30PM,,FULL,,undergraduate day,MUS-212,,2,3290
Fall 2017 - Day,MUS-331-01,MUS-28,Woodwind Methods,2,LEC,DMB 013,08/22/17,12/05/17,MW,12:30PM,01:20PM,Dr. Cecilia Kang,1,,undergraduate day,MUS-212,,1,3291
Fall 2017 - Day,MUS-331-01,MUS-28,Woodwind Methods,2,EXAM,DMB 013,12/07/17,12/07/17,R,12:00PM,02:30PM,,1,,undergraduate day,MUS-212,,2,3291
Fall 2017 - Day,MUS-332A-01,MUS-29,Brass Methods,1,LEC, ,08/22/17,12/05/17,,,,Mark Britt,18,,undergraduate day,MUS-212,,1,4817
